;CD_PARAMETRE;LB_PARAMETRE;NOM_PARAM2;CODE_FAMILLE;CODE_FONCTION;STATUT;METABOLITE;PARENT;NOM_PARENT;CODE_CAS;DATE_NA_USAGE;FORMULEB;NORME_DCE
222;1675;Flurochloridone;Flurochloridone;Divers (organiques);H;PA;;;;61213-25-0;;C12H10Cl2F3NO;0.1
223;1676;Flufenoxuron;Flufenoxuron;Divers (organiques);IA;PNA;;;;101463-69-8;;C21H11ClF6N2O3;0.1
224;1677;Meptyldinocap;Meptyldinocap;Divers (organiques);F;PA;;;;131-72-6;;C18H24N2O6;0.1
225;1678;Dimethenamide;Dimethenamide;Amides;H;PNA;;;;87674-68-8;6/22/2008;C12H18ClNO2S;0.1
226;1679;Dichlobenil;Dichlobenil;Organochlorés;H;PNA;;;;1194-65-6;3/18/2010;C7H3Cl2N;0.1
227;1680;Cyproconazole;Cyproconazole;Azoles;F;PA;;;;94361-06-5;;C15H18ClN3O;0.1
228;1681;Cyfluthrine;Cyfluthrine;Pyréthrinoïdes;I;PA;;;;68359-37-5;;C22H18Cl2FNO3;0.1
229;1682;Coumaphos;Coumaphos;Organophosphorés;I;PNA;;;;56-72-4;;C14H16ClO5PS;0.1
230;1683;Chloroxuron;Chloroxuron;Urées;H;PNA;;;;1982-47-4;12/31/2003;C15H15ClN2O2;0.1
231;1684;Chlorophacinone;Chlorophacinone;Divers (organiques);R;PA;;;;3691-35-8;;C23H15ClO3;0.1
232;1685;Bromopropylate;Bromopropylate;Divers (organiques);IA;PNA;;;;18181-80-1;;C17H16Br2O3;0.1
233;1686;Bromacil;Bromacil;Diazines;H;PNA;;;;314-40-9;2004-01-01 00:00:00;C9H13BrN2O2;0.1
234;1687;Benalaxyl;Benalaxyl;Amides;F;PA;;;;71626-11-4;;C20H23NO3;0.1
235;1688;Aclonifène;Aclonifène;Divers (organiques);H;PA;;;;74070-46-5;;C12H9ClN2O3;0.1
236;1694;Tébuconazole;Tébuconazole;Azoles;F;PA;;;;107534-96-3;;C16H22ClN3O;0.1
237;1695;Imazaméthabenz;Imazaméthabenz;Azoles;H;PNA;;;;100728-84-5;12/31/2007;C15H18N2O3;0.1
238;1696;Cycluron;Cycluron;Urées;H;PNA;;;;2163-69-1;;C11H22N2O;0.1
239;1697;Depalléthrine/allethrine;Depalléthrine;Pyréthrinoïdes;I;PNA;;;;584-79-2;;C19H26O3;0.1
240;1698;Dimétilan;Dimétilan;Carbamates;I;PNA;;;;644-64-4;;C10H16N4O3;0.1
241;1699;Diquat;Diquat;Pyridines;H;PA;;;;2764-72-9;;C12H12N2;0.1
242;1700;Fenpropidine;Fenpropidine;Divers (organiques);F;PA;;;;67306-00-7;;C19H31N;0.1
243;1701;Fenvalérate;Fenvalérate;Pyréthrinoïdes;IA;PNA;;;;51630-58-1;;C25H22ClNO3;0.1
244;1703;Formétanate;Formétanate;Carbamates;IA;PNA;;;;22259-30-9;;C11H15N3O2;0.1
245;1704;Imazalil;Imazalil;Azoles;F;PA;;;;73790-28-0;;C14H14Cl2N2O;0.1
246;1705;Manèbe;Manèbe;Carbamates;F;PA;;;;12427-38-2;;C4H6MnN2S4;0.1
247;1706;Métalaxyl;Métalaxyl;Divers (organiques);F;PNA;;;;57837-19-1;2004-02-11 00:00:00;C15H21NO4;0.1
248;1707;Molinate;Molinate;Carbamates;H;PNA;;;;2212-67-1;12/31/2009;C9H17NOS;0.1
249;1708;Piclorame;Piclorame;Divers (organiques);H;PNA;;;;1918-02-01 00:00:00;;C6H3Cl3N2O2;0.1
250;1709;Piperonyl butoxyde;Piperonyl butoxyde;Divers (organiques);I;PA;;;;51-03-6;;C19H30O5;0.1
251;1710;Promécarbe;Promécarbe;Carbamates;I;PNA;;;;2631-37-0;;C12H17NO2;0.1
252;1711;Prométone;Prométone;Triazines et métabolites;H;;;;;1610-18-0;;C10H19N5O;0.1
253;1712;Propachlore;Propachlore;Divers (organiques);H;PNA;;;;1918-16-7;3/18/2010;C11H14ClNO;0.1
254;1713;Thiabendazole;Thiabendazole;Azoles;F;PA;;;;148-79-8;;C10H7N3S;0.1
255;1714;Thiazafluron;Thiazafluron;Urées;H;PNA;;;;25366-23-8;12/31/2004;C6H7F3N4OS;0.1
256;1715;Thiofanox;Thiofanox;Carbamates;IA;PNA;;;;39196-18-4;12/31/2004;C9H18N2O2S;0.1
257;1717;Thiophanate-méthyl;Thiophanate-méthyl;Carbamates;F;PA;;;;23564-05-8;;C12H14N4O4S2;0.1
258;1718;Thirame;Thirame;Carbamates;F;PA;;;;137-26-8;;C6H12N2S4;0.1
259;1719;Tolylfluanide;Tolylfluanide;Divers (organiques);F;PNA;;;;731-27-1;2007-03-07 00:00:00;C10H13Cl2FN2O2S2;0.1
260;1720;Trichloronat;Trichloronat;Organochlorés;I;PNA;;;;327-98-0;;C10H12Cl3O2PS;0.1
261;1721;Zinèbe;Dithiocarbamate;Carbamates;F;PNA;;;;12122-67-7;9/22/2002;C4H6N2S4Zn;0.1
262;1722;Zirame;Zirame;Carbamates;F;PA;;;;137-30-4;;C6H12N2S4Zn;0.1
263;1742;Endosulfan sulfate;Endosulfan sulfate;Organochlorés;I;;oui;1743;Endosulfan;1031-07-8;;C9H6Cl6O4S;0.1
264;1178;Endosulfan alpha;Endosulfan alpha;Organochlorés;I;PNA;;;;959-98-8;;C9H6Cl6O3S;0.1
265;1179;Endosulfan bêta;Endosulfan bêta;Organochlorés;I;PNA;;;;33213-65-9;;C9H6Cl6O3S;0.1
266;1743;Total Endosulfan;Total Endosulfan;Organochlorés;I;SO;;;;115-29-7;;C9H6Cl6O3S;0.1
267;91743;Endosulfan total (calculé);;Organochlorés;;;;;;;;;0.1
268;1744;Epoxiconazole;Epoxiconazole;Azoles;F;PA;;;;106325-08-0;;C17H13ClFN3O;0.1
269;1762;Penconazole;Penconazole;Azoles;F;PA;;;;66246-88-6;;C13H15Cl2N3;0.1
270;1763;Ethidimuron;Ethidimuron;Urées;H;PNA;;;;30043-49-3;12/31/2003;C7H12N4O3S2;0.1
271;1764;Benthiocarbe;Thiobencarbe;Carbamates;H;PNA;;;;28249-77-6;;C12H16ClNOS;0.1
272;1765;Fluroxypyr;Fluroxypyr;Pyridines;H;PA;;;;69377-81-7;;C7H5Cl2FN2O3;0.1
273;1796;Métaldéhyde;Métaldéhyde;Divers (organiques);I;PA;;;;108-62-3;;C8H16O4;0.1
274;1797;Metsulfuron méthyle;Metsulfuron méthyle;Urées;H;PA;;;;74223-64-6;;C14H15N5O6S;0.1
275;1802;Triforine;Triforine;Azoles;F;PNA;;;;26644-46-2;12/31/2003;C10H14Cl6N4O2;0.1
276;1803;Mercaptodiméthur sulfone;Mercaptodiméthur sulfone;Carbamates;IM;;oui;1510;Mercaptodiméthur;2179-25-1;;C11H15NO4S;0.1
277;1804;Mercaptodiméthur sulfoxyde;Mercaptodiméthur sulfoxyde;Carbamates;IM;;oui;1510;Mercaptodiméthur;2635-10-01 00:00:00;;C11H15NO3S;0.1
278;1805;Hydroxycarbofuran-3;Hydroxycarbofuran-3;Carbamates;;;oui;1130;Carbofuran;16655-82-6;;C12H15NO4;0.1
279;1826;(Code gelé Hydroxycarbofuran-3);Hydroxycarbofuran-3;Carbamates;;;oui;1130;Carbofuran;16655-82-6;;C12H15NO4;0.1
280;12082;Hydroxycarbofuran-3;Hydroxycarbofuran-3;Carbamates;;;;;;16655-82-6;;C12H15NO4;0.1
281;1806;Aldicarbe sulfoxyde;Aldicarbe sulfoxyde;Carbamates;;;oui;1102;Aldicarbe;1646-87-3;;C7H14N2O3S;0.1
282;1827;Code gelé (aldicarbe sulfoxyde);;Carbamates;;;oui;1102;Aldicarbe;;;;0.1
283;1807;Aldicarbe sulfoné;Aldicarbe sulfoné;Carbamates;;;oui;1102;Aldicarbe;1646-88-4;;C7H14N2O4S;0.1
284;1828;Code gelé(aldicarbe sulfone);;Carbamates;;;oui;1102;Aldicarbe;;;;0.1
285;1808;Séthoxydime;Séthoxydime;Divers (organiques);H;PNA;;;;74051-80-2;12/31/2003;C17H29NO3S;0.1
286;1809;Esfenvalerate;Esfenvalerate;Pyréthrinoïdes;I;PA;;;;66230-04-4;;C25H22ClNO3;0.1
287;1810;Clopyralide;Clopyralide;Pyridines;H;PA;;;;1702-17-6;;C6H3Cl2NO2;0.1
288;1811;Tridemorph;Tridémorphe;Divers (organiques);F;PNA;;;;81412-43-3;;C19H39NO;0.1
289;2080;(Code gelé en 2007 Tridemorph);Tridemorph;Divers (organiques);F;PNA;;;;24602-86-6;;C19H39NO;0.1
290;1812;Alpha-cyperméthrine/alphaméthrine;Alphaméthrine;Pyréthrinoïdes;I;PA;;;;67375-30-8;;C22H19Cl2NO3;0.1
291;1813;Chlorthiamide;Chlorthiamide;Amides;H;PNA;;;;1918-13-4;12/31/2003;C7H5Cl2NS;0.1
292;1814;Diflufenicanil;Diflufenicanil;Divers (organiques);H;PA;;;;83164-33-4;;C19H11F5N2O2;0.1
293;1816;Fosetyl;Fosetyl;Organophosphorés;F;PA;;;;15845-66-6;;C2H7O3P;0.1
294;1829;Isofenphos;Isofenphos;Organophosphorés;I;PNA;;;;25311-71-1;12/31/2003;C15H24NO4PS;0.1
295;1830;Déisopropyl-déséthyl-atrazine;Déisopropyl-déséthyl-atrazine;Triazines et métabolites;;;oui;1107;atrazine;3397-62-4;;C3H4ClN5;0.1
296;12121;Deisopropyldeethylatrazine;Deisopropyldeethylatrazine;Triazines et métabolites;;;;;;3397-62-4;;C3H4ClN5;0.1
297;1831;Simazine-hydroxy;Simazine-hydroxy;Triazines et métabolites;;;oui;1263;Simazine;2599-11-03 00:00:00;;C7H13N5O;0.1
298;1832;2-hydroxy atrazine;atrazine-2-hydroxy;Triazines et métabolites;;;oui;1107;Atrazine;2163-68-0;;C8H15N5O;0.1
299;12118;Hydroxyatrazine;Hydroxyatrazine;Triazines et métabolites;;;probable;1107;Atrazine;2163-68-0;;C8H15N5O;0.1
300;1840;Flamprop-isopropyl;Flamprop-isopropyl;Divers (organiques);H;PNA;;;;52756-22-6;12/31/2003;C19H19ClFNO3;0.1
301;1843;Fenfurame;Fenfurame;Amides;F;PNA;;;;24691-80-3;12/31/2003;C12H11NO2;0.1
302;1844;Diméthylarsinate de sodium;Diméthylarsinate de sodium;Organométalliques;H;PNA;;;;124-65-2;;C2H6AsNaO2;0.1
303;1848;Oxychlordane;Oxychlordane;Organochlorés;;;oui;1756;Chlordane alpha;27304-13-8;;C10H4Cl80;0.1
304;1850;Oxamyl;Oxamyl;Carbamates;IAN;PA;;;;23135-22-0;;C7H13N3O3S;0.1
305;1858;Vernolate;Vernolate;Carbamates;H;PNA;;;;1929-77-7;12/31/2003;C10H21NOS;0.1
306;1859;Bromadiolone;Bromadiolone;Divers (organiques);R;PA;;;;28772-56-7;;C30H23BrO4;0.1
307;1860;Bromuconazole;Bromuconazole;Azoles;F;PNA;;;;116255-48-2;2010-03-05 00:00:00;C13H12BrCl2N3O;0.1
308;1861;Bupirimate;Bupirimate;Pyridines;F;PA;;;;41483-43-6;;C13H24N4O3S;0.1
309;1862;Buprofézine;Buprofézine;Diazines;I;PNA;;;;69327-76-0;3/30/2010;C16H23N3OS;0.1
310;1863;Cadusafos;Cadusafos;Organophosphorés;IN;PNA;;;;95465-99-9;12/15/2008;C10H23O2PS2;0.1
311;1864;Carbosulfan;Carbosulfan;Carbamates;I;PNA;;;;55285-14-8;12/13/2008;C20H32N2O3S;0.1
312;1865;Chinométhionate;Chinométhionate;Diazines;FA;PNA;;;;2439-01-02 00:00:00;12/31/2003;C10H6N2OS2;0.1
313;1866;Chlordécone;Chlordécone;Organochlorés;I;PNA;;;;143-50-0;;C10Cl10O;0.1
314;1867;Chlorthal;Chlorthal;Divers (organiques);H;;oui;2966;Chlorthal diméthyl;2136-79-0;;C8H2Cl4O4;0.1
315;1868;Clofentézine;Clofentézine;Triazines et métabolites;IA;PA;;;;74115-24-5;;C14H8Cl2N4;0.1
316;1869;Dazomet;Dazomet;Carbamates;FN;PA;;;;533-74-4;;C5H10N2S2;0.1
317;1870;Diméfuron;Diméfuron;Urées;H;PNA;;;;34205-21-5;12/31/2003;C15H19ClN4O3;0.1
318;1871;Diniconazole;Diniconazole;Azoles;FN;PNA;;;;83657-24-3;3/18/2010;C15H17Cl2N3O;0.1
319;1873;EPN;EPN;Organophosphorés;I;PNA;;;;2104-64-5;;C14H14NO4PS;0.1
320;1874;Ethiofencarbe;Ethiofencarbe;Carbamates;I;PNA;;;;29973-13-5;12/31/2003;C11H15NO2S;0.1
321;1875;Hexaflumuron;Hexaflumuron;Urées;I;PNA;;;;86479-06-3;12/31/2004;C16H8Cl2F6N2O3;0.1
322;1876;Hexythiazox;Hexythiazox;Divers (organiques);IA;PA;;;;78587-05-0;;C17H21ClN2O2S;0.1
323;1877;Imidaclopride;Imidaclopride;Divers (organiques);I;PA;;;;138261-41-3;;C9H10ClN5O2;0.1
324;1878;Mépronil;Mépronil;Divers (organiques);F;PNA;;;;55814-41-0;12/31/2003;C17H19NO2;0.1
325;1879;Metconazole;Metconazole;Azoles;F;PA;;;;125116-23-6;;C17H22ClN3O;0.1
326;1880;Monocrotophos;Monocrotophos;Organophosphorés;IA;PNA;;;;6923-22-4;12/31/2003;C7H14NO5P;0.1
327;1881;Myclobutanil;Myclobutanil;Azoles;F;PA;;;;88671-89-0;;C15H17ClN4;0.1
328;1882;Nicosulfuron;Nicosulfuron;Urées;H;PA;;;;111991-09-4;;C15H18N6O6S;0.1
329;1883;Nuarimol;Nuarimol;Pyridines;F;PNA;;;;63284-71-9;12/31/2004;C17H12ClFN2O;0.1
330;1887;Pencycuron;Pencycuron;Urées;F;PA;;;;66063-05-6;;C19H21ClN2O;0.1
331;1889;Profenofos;Profenofos;Organophosphorés;IA;PNA;;;;41198-08-7;12/31/2003;C11H15BrClO3PS;0.1
332;1890;Pyridabène;Pyridabène;Divers (organiques);IA;PA;;;;96489-71-3;;C19H25ClN2OS;0.1
333;1891;Quinalphos;Quinalphos;Organophosphorés;IA;PNA;;;;13593-03-8;12/31/2003;C12H15N2O3PS;0.1
334;1892;Rimsulfuron;Rimsulfuron;Urées;H;PA;;;;122931-48-0;;C14H17N5O7S2;0.1
335;1893;Siduron;Siduron;Urées;H;PNA;;;;1982-49-6;12/31/2003;C14H20N2O;0.1
336;1894;Sulfotep;Sulfotep;Organophosphorés;IA;PNA;;;;3689-24-5;12/31/2003;C8H20O5P2S2;0.1
337;1895;Tébufénozide;Tébufénozide;Divers (organiques);I;PA;;;;112410-23-8;;C22H28N2O2;0.1
338;1896;Tébufenpyrad;Tébufenpyrad;Azoles;IA;PA;;;;119168-77-3;;C18H24ClN3O;0.1
339;1897;Téflubenzuron;Téflubenzuron;Urées;I;PNA;;;;83121-18-0;;C14H6Cl2F4N2O2;0.1
340;1898;Téméphos;Téméphos;Organophosphorés;I;PA;;;;3383-96-8;;C16H20O6P2S3;0.1
341;1899;TEPP;TEPP(tetraEthylPyroPhosphate);Organophosphorés;IA;PNA;;;;107-49-3;;C8H20O7P2;0.1
342;1900;Tétradifon;Tétradifon;Divers (organiques);IA;PNA;;;;116-29-0;12/31/2004;C12H6Cl4O2S;0.1
343;1901;Triazamate;Triazamate;Divers (organiques);I;PNA;;;;112143-82-5;12/31/2006;C13H22N4O3S;0.1
344;1902;Triflumuron;Triflumuron;Urées;I;PA;;;;64628-44-0;;C15H10ClF3N2O3;0.1
345;1903;Acétochlore;Acétochlore;Amides;H;PA;;;;34256-82-1;;C14H20ClNO2;0.1
346;1904;Diclobutrazol;Diclobutrazol;Azoles;F;PNA;;;;75736-33-3;12/31/2003;C15H19Cl2N3O;0.1
347;1905;Difénoconazole;Difénoconazole;Azoles;F;PA;;;;119446-68-3;;C19H17Cl2N3O3;0.1
348;1906;Fenbuconazole;Fenbuconazole;Azoles;F;PA;;;;114369-43-6;;C19H17ClN4;0.1
349;1907;AMPA;AMPA(AminoMéthylPhosphonique Acide);Divers (organiques);;;oui;1506;Glyphosate;1066-51-9;;CH6NO3P;0.1
350;2083;(Code gelé en 2002 AMPA);AMPA(AminoMéthylPhosphonique Acide);Divers (organiques);;;oui;1506;Glyphosate;1066-51-9;;CH6NO3P;0.1
351;1908;Furalaxyl;Furalaxyl;Amides;F;PNA;;;;57646-30-7;12/31/2003;C17H19NO4;0.1
352;1910;Heptenophos;Heptenophos;Organophosphorés;I;PNA;;;;23560-59-0;12/31/2003;C9H12ClO4P;0.1
353;1911;Imazaméthabenz-méthyl;Imazaméthabenz-méthyl;Azoles;H;PNA;;;;81405-85-8;;C32H40N4O6;0.1
354;1912;Métosulame;Métosulame;Divers (organiques);H;PA;;;;139528-85-1;;C14H13Cl2N5O4S;0.1
355;1913;Thifensulfuron méthyl;Thifensulfuron méthyl;Urées;H;PA;;;;79277-27-3;;C12H13N5O6S2;0.1
356;1914;Triasulfuron;Triasulfuron;Urées;H;PNA;;;;82097-50-5;;C14H16ClN5O5S;0.1
357;1923;Sébuthylazine;Sébuthylazine;Triazines et métabolites;H;PNA;;;;7286-69-3;;C9H16ClN5;0.1
358;1929;1-(3,4-dichlorophényl)-3-méthyl-urée;Demethyl Diuron;Urées;H;;oui;1177;Diuron;3567-62-2;;C8H8Cl2N2O;0.1
359;2848;(Code gelé en 2009 (Demethyldiuron));;Urées;;;oui;1177;Diuron;;;;0.1
360;1930;3,4-dichlorophénylurée;Didemethyldiuron;Urées;;;oui;1177;Diuron;2327-02-08 00:00:00;;C7H6Cl2N2O;0.1
361;2086;(Code gelé en 2003 3,4-dichlorophenylurée);3,4-dichlorophenylurée;Urées;;;oui;1177;Diuron;2327-02-08 00:00:00;;C7H6Cl2N2O;0.1
362;2849;(Code gelé en 2010 Didemethyldiuron);;Urées;;;oui;1177;Diuron;;;;0.1
363;9050;3,4-dichlorophenylurée;3,4-dichlorophenylurée;Urées;;;oui;1177;Diuron;2327-02-08 00:00:00;;C7H6Cl2N2O;0.1
364;9054;1-(3,4dichlorophényl)-urée;Didemethyldiuron;Urées;;;oui;1177;Diuron;2327-02-08 00:00:00;;;0.1
365;1932;4-isopropylaniline;cumidine;Amines;;;oui;1208;Isoproturon;99-88-7;;C9H13N;0.1
366;1935;Irgarol;Irgarol;Triazines et métabolites;H;;;;;28159-98-0;;C11H17N5S;0.1
367;1937;Naptalame;Naptalame;Amides;H;PNA;;;;132-66-1;12/31/2007;C18H13NO3;0.1
368;1939;Flazasulfuron;Flazasulfuron;Urées;H;PA;;;;104040-78-0;;C13H12F3N5O5S;0.1
369;1940;Thiafluamide;flufenacet;Amides;H;PA;;;;142459-58-3;;C14H13F4N3O2S;0.1
370;99006;Fluthiamide;;Amides;H;;;;;;;;0.1
371;1941;Bromoxynil octanoate;Bromoxynil octanoate;Divers (organiques);H;PA;;;;1689-99-2;;C15H17Br2NO2;0.1
372;1942;Ioxynil octanoate;Ioxynil octanoate;Divers (organiques);H;PA;;;;3861-47-0;;C15H17I2NO2;0.1
373;1943;2,6-diethylaniline;DEA;Amines;;;oui;1101;Alachlore;579-66-8;;C10H15N;0.1
374;1944;2-chloro-4-méthyl sulfonyl benzoique acide;CMBA;Divers (organiques);;;oui;1662;Sulcotrione;53250-83-2;;C8H7ClO4S;0.1
375;1945;Isoxaflutole;Isoxaflutole;Azoles;H;PA;;;;141112-29-0;;C15H12F3NO4S;0.1
376;1949;Pretilachlore;Pretilachlore;Divers (organiques);H;PNA;;;;51218-49-6;12/31/2007;C17H26ClNO2;0.1
377;1950;Kresoxim-methyl;KRESOXIM-METHYL;Divers (organiques);F;PA;;;;143390-89-0;;C18H19NO4;0.1
378;2574;(Code gelé en 2005 Kresoxim-methyl);KRESOXIM-METHYL;Divers (organiques);F;PA;;;;143390-89-0;;C18H19NO4;0.1
379;1951;Azoxystrobine;AZOXYSTROBINE;Divers (organiques);F;PA;;;;131860-33-8;;C22H17N3O5;0.1
380;1952;Oxyfluorfene;OXYFLUORFENE;Divers (organiques);H;PA;;;;42874-03-3;;C15H11ClF3NO4;0.1
381;1953;Tefluthrine;TEFLUTHRINE;Pyréthrinoïdes;I;PA;;;;79538-32-2;;C17H14ClF7O2;0.1
382;1954;Hydroxyterbuthylazine;Hydroxyterbuthylazine;Triazines et métabolites;;;oui;1268;Terbuthylazine;66753-07-9;;C9H17ON5;0.1
383;1965;Asulame;asulame;Carbamates;H;PA;;;;3337-71-1;2012-12-31 00:00:00;C8H10N2O4S;0.1
384;1966;Dithianon;dithianon;Divers (organiques);F;PA;;;;3347-22-6;;C14H4N2O2S2;0.1
385;1967;Fenoxycarbe;fenoxycarbe;Carbamates;I;PA;;;;79127-80-3;;C17H19NO4;0.1
386;1968;Mefenacet;mefenacet;Amides;H;PNA;;;;73250-68-7;;C16H14N2O2S;0.1
387;1969;Mepiquat;Mepiquat;Divers (organiques);Reg;PA;;;;15302-91-7;;C7H16N;0.1
388;1970;Acifluorfen;acifluorfen;Divers (organiques);H;PNA;;;;62476-59-9/50594-66-6;;C14H7ClF3NO5;0.1
389;1971;Phosmet;phosmet;Organophosphorés;I;PA;;;;732-11-6;;C11H12NO4PS2;0.1
390;1972;Propaquizafop;propaquizafop;Divers (organiques);H;PA;;;;111479-05-1;;C22H22ClN3O5;0.1
391;1973;Fénoxaprop-éthyl;fénoxaprop-éthyl;Divers (organiques);H;PNA;;;;82110-72-3;;C18H16ClNO5;0.1
392;1974;Fluridone;fluridone;Divers (organiques);H;PNA;;;;59756-60-4;12/31/2003;C19H14F3NO;0.1
393;1975;Fosetyl-aluminium;fosetyl-aluminium;Organométalliques;F;PA;;;;39148-24-8;;C6H18AlO9P3;0.1
394;8988;Fosetyl aluminium;;Organométalliques;F;;;;;39148-24-8;;C6H18AlO9P3;0.1
395;1976;Isazofos;isazofos;Organophosphorés;N;PNA;;;;42509-80-8;12/31/2003;C9H17ClN3O3PS;0.1
396;5439;(Code gelé en 2007 Isazofos);isazofos;Organophosphorés;N;PNA;;;;42509-80-8;12/31/2003;C9H17ClN3O3PS;0.1
397;2007;Abamectin;Abamectin;Divers (organiques);I;PA;;;;71751-41-2;;C48H72O14;0.1
398;2008;Flurtamone;Flurtamone;Divers (organiques);H;PA;;;;96525-23-4;;C18H14F3NO2;0.1
399;2009;Fipronil;Fipronil;Azoles;I;PA;;;;120068-37-3;;C12H4Cl2F6N4OS;0.1
400;2011;2,6-dichlorobenzamide;2,6-dichlorobenzamide;Amides;;;oui;1679;Dichobenil;18181-70-9/2008-58-4;;C7H5Cl2NO;0.1
401;2012;Amidosulfuron;Amidosulfuron;Urées;H;PA;;;;103055-07-8;;C9H15N5O7S2;0.1
402;2013;Anthraquinone;Anthraquinone;Amines;RepO;PNA;;;;84-65-1;6/15/2010;C14H8O2;0.1
403;2014;Azaconazole;Azaconazole;Azoles;F;PNA;;;;2008-58-4;;C12H11Cl2N3O2;0.1
404;2015;Azamétiphos;Azamétiphos;Organophosphorés;I;PA;;;;35575-96-3;;C9H10ClN2O5PS;0.1
405;2016;Chlorbromuron;Chlorbromuron;Urées;H;PNA;;;;13360-45-7;;C9H10BrClN2O2;0.1
406;2017;Clomazone;Clomazone;Divers (organiques);H;PA;;;;81777-89-1;;C12H14ClNO2;0.1
407;2018;Cloquintocet-mexyl;Cloquintocet-mexyl;Divers (organiques);H;PA;;;;99607-70-2;;C18H22ClNO3;0.1
408;2019;Coumatétralyl;Coumatétralyl;Divers (organiques);Ro;PA;;;;5836-29-3;;C19H16O3;0.1
409;2020;Famoxadone;Famoxadone;Azoles;F;PA;;;;131807-57-3;;C22H18N2O4;0.1
410;2021;Ferbame;Ferbame;Carbamates;F;PNA;;;;14484-64-1;1/13/1996;C9H18FeN3S6;0.1
411;2022;Fludioxonil;Fludioxonil;Azoles;F;PA;;;;131341-86-1;;C12H6F2N2O2;0.1
412;2023;Flumioxazine;Flumioxazine;Divers (organiques);H;PA;;;;103361-09-7;;C19H15FN2O4;0.1
413;2024;Flurprimidol;Flurprimidol;Pyridines;F;PNA;;;;56425-91-3;;C15H15F3N2O2;0.1
414;2025;Iodofenphos;Iodofenphos;Organophosphorés;IA;PNA;;;;18181-70-9;;C8H8Cl2IO3PS;0.1
415;2026;Lufénuron;Lufénuron;Urées;I;PNA;;;;103055-07-8;12/30/2011;C17H8Cl2F8N2O3;0.1
416;2027;Ofurace;Ofurace;Amides;F;PNA;;;;58810-48-3;12/31/2003;C14H16ClNO3;0.1
417;2028;Quinoxyfen;Quinoxyfen;Divers (organiques);F;PA;;;;124495-18-7;;C15H8Cl2FNO;0.1
418;2029;Roténone;Roténone;Divers (organiques);IA;PNA;;;;83-79-4;10/31/2011;C23H22O6;0.1
419;2045;Terbuthylazine déséthyl;Terbuthylazine déséthyl;Triazines et métabolites;;;oui;1268;terbutylazine;30125-63-4;;C7H12ClN5;0.1
420;2051;Déséthyl-terbuméton;Déséthyl-terbuméton;Triazines et métabolites;;;oui;1266;Terbuméton;30125-64-5;;C8H15N5O;0.1
421;2056;Fluquinconazole;Fluquinconazole;Azoles;F;PNA;;;;136426-54-5;;C16H8Cl2FN5O;0.1
422;2057;Fénamidone;Fénamidone;Azoles;F;PA;;;;161326-34-7;;C17H17N3OS;0.1
423;2061;Fenothrine;Fenothrine;Pyréthrinoïdes;I;PNA;;;;26002-80-2;;C23H26O3;0.1
424;2062;Pyrethrine;Pyrethrine;Pyréthrinoïdes;IA;PA;;;;8003-34-7;;C(20-22)-H(28-30)-O(3-5);0.1
425;2064;Tribenuron-Methyle;Tribenuron-Methyle;Urées;H;PA;;;;101200-48-0;;C15H17N5O6S;0.1
426;2067;Metiram;Metiram;Carbamates;F;PA;;;;9006-42-2;;C16H33N11S16Zn3;0.1
427;2068;Oxadiargyl;Oxadiargyl;Azoles;H;PA;;;;39807-15-3;;C15H14Cl2N2O3;0.1
428;2069;Quizalofop;Quizalofop;Divers (organiques);H;PNA;;;;76578-12-6;12/31/2003;C17H13ClN2O4;0.1
429;2070;Quizalofop éthyl;Quizalofop éthyl;Divers (organiques);H;PNA;;;;76578-14-8;;C19H17ClN2O4;0.1
430;1716;Code gelé en 2003 (Dithiométon);Dithiométon;Organophosphorés;IA;;;;;640-15-3;;C6H15O2PS3;0.1
431;2071;Thiométon;Thiométon;Organophosphorés;IA;PNA;;;;640-15-3;12/31/2004;C6H15O2PS3;0.1
432;2074;Benoxacor;Benoxacor;Divers (organiques);H;PA;;;;98730-04-2;;C11H11Cl2NO2;0.1
433;2075;Fomesafen;Fomesafen;Amides;H;PNA;;;;72178-02-0;12/31/2007;C15H10ClF3N2O6S;0.1
434;2076;Mésotrione;Mésotrione;Aldéhydes et cétones;H;PA;;;;104206-82-8;;C14H13NO7S;0.1
435;2077;Sulfosate;Sulfosate;Divers (organiques);H;PNA;;;;81591-81-3;;C12H32NO5PS3;0.1
436;2078;Fenbutatin oxyde;Fenbutatin oxyde;Organométalliques;IA;PA;;;;13356-08-6;;C60 H78 O Sn2;0.1
437;2084;Mécoprop-P;Mécoprop-P(MCPP-P);Divers (organiques);H;PA;;;;16484-77-8;;C10H11ClO3;0.1
438;2085;Sulfosulfuron;Sulfosulfuron;Urées;H;PA;;;;141776-32-1;;C16H18N6O7S2;0.1
439;2087;Quinmerac;Quinmerac;Divers (organiques);H;PA;;;;90717-03-6;;C11H8ClNO2;0.1
440;2088;Metam-sodium;Metam-sodium;Carbamates;N;PA;;;;137-42-8;;C2H4NNaS2;0.1
441;2089;Mépiquat chlorure;Mépiquat chlorure;Divers (organiques);Reg;PA;;;;24307-26-4;;C7H16ClN;0.1
442;2090;Imazapyr;Imazapyr;Azoles;H;PNA;;;;81334-34-1;12/31/2003;C13H15N3O3;0.1
